transaction_id,transaction_date,customer_id,customer_segment,account_type,transaction_type,category,channel,amount,city
TXN006907,2025-06-04,CUST0175,Affluent,Current,Deposit,Transport,Mobile,917.56,Pretoria
TXN006908,2025-03-04,CUST0158,Mass Market,Current,Deposit,Utilities,Online,308.83,Durban
TXN006909,2025-05-08,CUST0245,Mass Market,Current,Transfer,Transport,ATM,832.75,Johannesburg
TXN006910,2025-05-26,CUST0097,Mass Market,Savings,Purchase,Transport,Online,39.8,Stellenbosch
TXN006911,2025-02-12,CUST0405,Mass Market,Current,Payment,Entertainment,ATM,105.24,Stellenbosch
TXN006912,2025-01-27,CUST0497,Mass Market,Current,Withdrawal,Subscriptions,Mobile,72.87,Johannesburg
TXN006913,2025-12-05,CUST0117,Mass Market,Current,Transfer,Healthcare,Card,196.97,Cape Town
TXN006914,2025-07-28,CUST0109,Mass Market,Credit,Deposit,Utilities,ATM,2244.19,Cape Town
TXN006915,2025-06-22,CUST0207,Mass Market,Savings,Transfer,Shopping,Online,202.02,Cape Town
TXN006916,2025-12-02,CUST0106,Mass Market,Current,Withdrawal,Utilities,Card,59.65,Stellenbosch
TXN006917,2025-01-02,CUST0385,Mass Market,Savings,Transfer,Shopping,ATM,227.89,Stellenbosch
TXN006918,2025-09-07,CUST0461,Premium,Savings,Purchase,Travel,Branch,84.2,Johannesburg
TXN006919,2025-10-05,CUST0485,Mass Market,Savings,Deposit,Subscriptions,ATM,1767.27,Port Elizabeth
TXN006920,2025-09-24,CUST0261,Mass Market,Savings,Deposit,Shopping,Mobile,836.01,Cape Town
TXN006921,2025-07-19,CUST0186,Mass Market,Current,Deposit,Utilities,Branch,999.48,Pretoria
TXN006922,2025-10-19,CUST0053,Affluent,Current,Deposit,Entertainment,Card,578.2,Durban
TXN006923,2025-01-16,CUST0458,Mass Market,Current,Payment,Transport,Branch,136.76,Stellenbosch
TXN006924,2025-11-18,CUST0233,Premium,Savings,Payment,Healthcare,Mobile,213.75,Pretoria
TXN006925,2025-06-28,CUST0309,Mass Market,Current,Withdrawal,Entertainment,ATM,31.0,Durban
TXN006926,2025-07-06,CUST0234,Affluent,Current,Deposit,Utilities,Online,94.08,Pretoria
TXN006927,2025-04-05,CUST0025,Mass Market,Savings,Withdrawal,Transport,Mobile,135.87,Cape Town
TXN006928,2025-03-21,CUST0256,Premium,Current,Withdrawal,Healthcare,Online,83.75,Johannesburg
TXN006929,2025-12-01,CUST0111,Mass Market,Current,Payment,Healthcare,ATM,88.65,Johannesburg
TXN006930,2025-01-14,CUST0035,Affluent,Current,Payment,Healthcare,Card,135.55,Johannesburg
TXN006931,2025-09-01,CUST0263,Mass Market,Savings,Purchase,Groceries,Card,39.32,Johannesburg
TXN006932,2025-05-31,CUST0273,Premium,Savings,Payment,Transport,Online,115.13,Stellenbosch
TXN006933,2025-01-03,CUST0220,Affluent,Current,Withdrawal,Education,Mobile,65.17,Durban
TXN006934,2025-04-03,CUST0236,Mass Market,Savings,Payment,Groceries,Branch,32.31,Port Elizabeth
TXN006935,2025-08-16,CUST0454,Affluent,Credit,Purchase,Groceries,Card,45.44,Cape Town
TXN006936,2025-11-23,CUST0086,Mass Market,Savings,Withdrawal,Healthcare,Branch,88.73,Stellenbosch
TXN006937,2025-11-03,CUST0026,Mass Market,Current,Purchase,Utilities,Card,19.1,Pretoria
TXN006938,2025-09-06,CUST0136,Mass Market,Current,Transfer,Education,Online,220.46,Port Elizabeth
TXN006939,2025-01-04,CUST0001,Affluent,Current,Withdrawal,Healthcare,Online,131.4,Pretoria
TXN006940,2025-04-09,CUST0432,Mass Market,Current,Deposit,Transport,Card,551.39,Durban
TXN006941,2025-06-29,CUST0433,Mass Market,Current,Transfer,Dining,Online,1499.77,Port Elizabeth
TXN006942,2025-03-15,CUST0058,Affluent,Current,Deposit,Dining,Online,345.77,Stellenbosch
TXN006943,2025-03-31,CUST0383,Premium,Current,Deposit,Dining,ATM,1243.78,Pretoria
TXN006944,2025-01-07,CUST0201,Mass Market,Current,Deposit,Utilities,Mobile,980.94,Port Elizabeth
TXN006945,2025-06-17,CUST0343,Premium,Credit,Transfer,Education,Online,486.88,Port Elizabeth
TXN006946,2025-07-03,CUST0194,Mass Market,Credit,Deposit,Subscriptions,Branch,178.67,Durban
TXN006947,2025-06-02,CUST0033,Mass Market,Credit,Purchase,Groceries,ATM,14.92,Johannesburg
TXN006948,2025-02-17,CUST0418,Premium,Current,Purchase,Education,ATM,23.91,Port Elizabeth
TXN006949,2025-08-20,CUST0405,Mass Market,Current,Deposit,Transport,Online,2445.79,Stellenbosch
TXN006950,2025-07-10,CUST0050,Mass Market,Current,Purchase,Transport,Online,73.63,Stellenbosch
TXN006951,2025-06-27,CUST0009,Affluent,Current,Purchase,Shopping,Online,123.88,Johannesburg
TXN006952,2025-06-13,CUST0261,Mass Market,Savings,Withdrawal,Dining,Online,102.77,Cape Town
TXN006953,2025-11-26,CUST0029,Mass Market,Savings,Deposit,Subscriptions,Online,1543.53,Port Elizabeth
TXN006954,2025-01-04,CUST0120,Affluent,Current,Withdrawal,Utilities,Card,93.59,Stellenbosch
TXN006955,2025-11-24,CUST0360,Mass Market,Savings,Payment,Travel,Branch,234.31,Cape Town
TXN006956,2025-01-21,CUST0086,Mass Market,Savings,Deposit,Travel,Branch,1072.87,Stellenbosch
TXN006957,2025-05-04,CUST0077,Premium,Credit,Purchase,Dining,Branch,54.73,Johannesburg
TXN006958,2025-01-09,CUST0129,Mass Market,Savings,Purchase,Groceries,ATM,31.02,Johannesburg
TXN006959,2025-02-22,CUST0321,Affluent,Current,Deposit,Utilities,ATM,1387.76,Cape Town
TXN006960,2025-05-05,CUST0316,Premium,Current,Payment,Transport,Branch,147.6,Pretoria
TXN006961,2025-06-20,CUST0185,Affluent,Current,Transfer,Education,Card,1153.08,Pretoria
TXN006962,2025-12-02,CUST0116,Mass Market,Current,Payment,Utilities,Mobile,214.77,Johannesburg
TXN006963,2025-10-12,CUST0317,Mass Market,Savings,Withdrawal,Travel,ATM,83.14,Port Elizabeth
TXN006964,2025-11-18,CUST0498,Mass Market,Savings,Transfer,Education,Card,350.16,Johannesburg
TXN006965,2025-03-31,CUST0206,Mass Market,Credit,Purchase,Education,Branch,37.16,Durban
TXN006966,2025-11-09,CUST0292,Affluent,Current,Transfer,Groceries,Mobile,143.5,Cape Town
TXN006967,2025-04-24,CUST0317,Mass Market,Savings,Payment,Travel,Branch,120.93,Port Elizabeth
TXN006968,2025-11-25,CUST0146,Mass Market,Current,Purchase,Entertainment,Mobile,14.05,Johannesburg
TXN006969,2025-10-13,CUST0225,Affluent,Savings,Deposit,Transport,Online,398.19,Pretoria
TXN006970,2025-02-19,CUST0166,Premium,Current,Transfer,Subscriptions,Mobile,411.96,Johannesburg
TXN006971,2025-05-09,CUST0471,Mass Market,Current,Transfer,Healthcare,Branch,409.98,Durban
TXN006972,2025-10-22,CUST0406,Mass Market,Savings,Purchase,Shopping,ATM,16.53,Cape Town
TXN006973,2025-10-10,CUST0235,Mass Market,Savings,Payment,Shopping,Mobile,49.93,Pretoria
TXN006974,2025-07-10,CUST0301,Mass Market,Savings,Deposit,Subscriptions,ATM,1010.1,Pretoria
TXN006975,2025-12-24,CUST0003,Affluent,Savings,Purchase,Education,ATM,39.88,Cape Town
TXN006976,2025-04-06,CUST0042,Mass Market,Savings,Deposit,Groceries,Mobile,893.14,Port Elizabeth
TXN006977,2025-11-05,CUST0171,Affluent,Savings,Withdrawal,Subscriptions,Card,79.44,Durban
TXN006978,2025-12-20,CUST0419,Mass Market,Current,Payment,Shopping,Online,159.63,Pretoria
TXN006979,2025-09-24,CUST0482,Premium,Savings,Deposit,Education,Mobile,594.29,Stellenbosch
TXN006980,2025-01-08,CUST0081,Premium,Savings,Withdrawal,Transport,Card,34.31,Pretoria
TXN006981,2025-07-18,CUST0299,Mass Market,Savings,Payment,Healthcare,Mobile,218.64,Cape Town
TXN006982,2025-05-04,CUST0152,Mass Market,Current,Transfer,Travel,ATM,513.13,Durban
TXN006983,2025-07-10,CUST0265,Mass Market,Current,Withdrawal,Groceries,Card,156.13,Johannesburg
TXN006984,2025-07-24,CUST0241,Mass Market,Savings,Payment,Dining,Mobile,73.68,Pretoria
TXN006985,2025-08-01,CUST0488,Affluent,Credit,Purchase,Entertainment,Mobile,36.48,Stellenbosch
TXN006986,2025-12-06,CUST0439,Affluent,Current,Deposit,Transport,ATM,777.22,Durban
TXN006987,2025-10-28,CUST0141,Affluent,Savings,Deposit,Groceries,Online,394.81,Port Elizabeth
TXN006988,2025-07-03,CUST0321,Affluent,Current,Transfer,Groceries,Branch,528.68,Cape Town
TXN006989,2025-05-24,CUST0088,Premium,Current,Transfer,Travel,Mobile,444.35,Johannesburg
TXN006990,2025-11-12,CUST0413,Mass Market,Savings,Deposit,Dining,Branch,194.45,Cape Town
TXN006991,2025-07-23,CUST0254,Premium,Current,Payment,Utilities,ATM,467.23,Stellenbosch
TXN006992,2025-08-24,CUST0053,Affluent,Current,Withdrawal,Dining,ATM,185.3,Durban
TXN006993,2025-01-05,CUST0070,Affluent,Savings,Deposit,Utilities,Online,549.22,Cape Town
TXN006994,2025-05-04,CUST0124,Premium,Savings,Transfer,Utilities,Online,372.75,Durban
TXN006995,2025-04-19,CUST0076,Mass Market,Credit,Payment,Education,Card,103.5,Cape Town
TXN006996,2025-01-17,CUST0359,Affluent,Credit,Payment,Transport,Mobile,273.75,Stellenbosch
TXN006997,2025-12-30,CUST0124,Premium,Savings,Transfer,Utilities,Card,206.57,Durban
TXN006998,2025-06-19,CUST0152,Mass Market,Current,Payment,Entertainment,Mobile,77.61,Durban
TXN006999,2025-11-04,CUST0266,Mass Market,Current,Purchase,Shopping,Branch,42.39,Pretoria
TXN007000,2025-06-23,CUST0407,Affluent,Savings,Payment,Travel,ATM,244.81,Stellenbosch
TXN007001,2025-10-27,CUST0256,Premium,Current,Purchase,Healthcare,Online,37.13,Johannesburg
TXN007002,2025-09-13,CUST0018,Affluent,Savings,Deposit,Healthcare,Card,250.86,Durban
TXN007003,2025-03-25,CUST0453,Mass Market,Credit,Payment,Dining,ATM,72.69,Durban
TXN007004,2025-08-20,CUST0153,Affluent,Credit,Purchase,Entertainment,Online,66.4,Port Elizabeth
TXN007005,2025-04-24,CUST0389,Premium,Savings,Transfer,Subscriptions,ATM,556.81,Johannesburg
TXN007006,2025-12-12,CUST0130,Mass Market,Savings,Deposit,Utilities,ATM,531.06,Durban
TXN007007,2025-04-03,CUST0225,Affluent,Savings,Transfer,Transport,ATM,486.14,Pretoria
TXN007008,2025-11-24,CUST0108,Affluent,Current,Deposit,Dining,Branch,482.69,Durban
TXN007009,2025-07-18,CUST0305,Mass Market,Current,Transfer,Groceries,ATM,580.3,Stellenbosch
TXN007010,2025-01-11,CUST0304,Mass Market,Current,Transfer,Subscriptions,Mobile,362.68,Stellenbosch
TXN007011,2025-07-20,CUST0491,Premium,Savings,Transfer,Subscriptions,Branch,582.31,Durban
TXN007012,2025-02-16,CUST0427,Mass Market,Current,Withdrawal,Dining,Card,35.13,Port Elizabeth
TXN007013,2025-09-06,CUST0470,Mass Market,Current,Payment,Dining,Branch,195.21,Cape Town
TXN007014,2025-03-13,CUST0058,Affluent,Current,Transfer,Groceries,ATM,76.11,Stellenbosch
TXN007015,2025-02-14,CUST0120,Affluent,Current,Withdrawal,Travel,Branch,101.03,Stellenbosch
TXN007016,2025-04-01,CUST0099,Mass Market,Current,Purchase,Shopping,Online,16.57,Pretoria
TXN007017,2025-10-30,CUST0206,Mass Market,Credit,Transfer,Healthcare,Mobile,1548.24,Durban
TXN007018,2025-11-06,CUST0401,Premium,Current,Transfer,Travel,Card,289.96,Cape Town
TXN007019,2025-07-22,CUST0272,Affluent,Current,Transfer,Dining,ATM,205.89,Johannesburg
TXN007020,2025-01-17,CUST0081,Premium,Savings,Transfer,Transport,Online,261.68,Pretoria
TXN007021,2025-10-28,CUST0251,Affluent,Savings,Transfer,Education,Card,827.97,Stellenbosch
TXN007022,2025-06-04,CUST0123,Affluent,Current,Deposit,Shopping,Card,2331.15,Port Elizabeth
TXN007023,2025-04-05,CUST0235,Mass Market,Savings,Transfer,Groceries,Mobile,138.07,Pretoria
TXN007024,2025-02-18,CUST0483,Mass Market,Current,Deposit,Groceries,Card,673.2,Pretoria
TXN007025,2025-10-23,CUST0402,Mass Market,Current,Transfer,Entertainment,Online,1311.69,Johannesburg
TXN007026,2025-07-11,CUST0064,Mass Market,Current,Deposit,Entertainment,Mobile,930.01,Stellenbosch
TXN007027,2025-11-06,CUST0453,Mass Market,Credit,Withdrawal,Transport,Branch,168.36,Durban
TXN007028,2025-02-01,CUST0066,Mass Market,Current,Purchase,Groceries,Card,93.93,Durban
TXN007029,2025-04-05,CUST0296,Affluent,Current,Deposit,Shopping,Mobile,423.45,Durban
TXN007030,2025-02-20,CUST0226,Mass Market,Savings,Withdrawal,Dining,Online,78.05,Johannesburg
TXN007031,2025-06-24,CUST0485,Mass Market,Savings,Withdrawal,Utilities,Mobile,91.64,Port Elizabeth
TXN007032,2025-02-02,CUST0479,Mass Market,Savings,Deposit,Shopping,ATM,634.59,Pretoria
TXN007033,2025-11-04,CUST0442,Mass Market,Credit,Payment,Groceries,Mobile,444.53,Cape Town
TXN007034,2025-10-24,CUST0301,Mass Market,Savings,Deposit,Dining,Online,251.27,Pretoria
TXN007035,2025-01-01,CUST0209,Mass Market,Savings,Payment,Shopping,Online,126.18,Port Elizabeth
TXN007036,2025-03-11,CUST0423,Affluent,Savings,Transfer,Transport,Mobile,267.83,Durban
TXN007037,2025-11-30,CUST0051,Premium,Current,Withdrawal,Travel,Branch,220.15,Durban
TXN007038,2025-02-08,CUST0374,Affluent,Savings,Payment,Shopping,Mobile,57.99,Durban
TXN007039,2025-05-29,CUST0018,Affluent,Savings,Withdrawal,Utilities,Online,120.16,Durban
TXN007040,2025-08-16,CUST0039,Affluent,Current,Purchase,Transport,Branch,27.98,Stellenbosch
TXN007041,2025-06-01,CUST0309,Mass Market,Current,Payment,Entertainment,Branch,72.46,Durban
TXN007042,2025-12-25,CUST0450,Affluent,Savings,Purchase,Transport,Mobile,53.68,Stellenbosch
TXN007043,2025-09-13,CUST0302,Affluent,Current,Withdrawal,Healthcare,Mobile,42.79,Pretoria
TXN007044,2025-06-24,CUST0365,Affluent,Credit,Purchase,Shopping,Online,43.95,Pretoria
TXN007045,2025-12-04,CUST0133,Premium,Savings,Withdrawal,Healthcare,Card,101.56,Cape Town
TXN007046,2025-03-06,CUST0424,Affluent,Credit,Purchase,Subscriptions,Online,76.24,Stellenbosch
TXN007047,2025-10-11,CUST0325,Affluent,Current,Purchase,Shopping,Mobile,14.69,Port Elizabeth
TXN007048,2025-10-08,CUST0050,Mass Market,Current,Purchase,Healthcare,Card,75.34,Stellenbosch
TXN007049,2025-11-16,CUST0381,Premium,Savings,Purchase,Dining,Online,162.58,Cape Town
TXN007050,2025-05-06,CUST0326,Mass Market,Current,Purchase,Transport,Mobile,98.91,Pretoria
TXN007051,2025-09-02,CUST0133,Premium,Savings,Deposit,Travel,Card,186.63,Cape Town
TXN007052,2025-07-17,CUST0133,Premium,Savings,Withdrawal,Healthcare,Online,65.71,Cape Town
TXN007053,2025-06-21,CUST0084,Mass Market,Credit,Transfer,Dining,Online,249.94,Stellenbosch
TXN007054,2025-04-12,CUST0173,Mass Market,Savings,Withdrawal,Transport,Branch,62.02,Durban
TXN007055,2025-07-02,CUST0233,Premium,Savings,Deposit,Dining,Card,1377.98,Pretoria
TXN007056,2025-03-12,CUST0204,Affluent,Current,Withdrawal,Education,ATM,38.97,Pretoria
TXN007057,2025-11-28,CUST0366,Premium,Current,Deposit,Shopping,Mobile,2264.28,Cape Town
TXN007058,2025-04-23,CUST0164,Affluent,Current,Withdrawal,Transport,Card,109.74,Port Elizabeth
TXN007059,2025-05-27,CUST0085,Affluent,Current,Transfer,Subscriptions,ATM,1156.69,Pretoria
TXN007060,2025-04-09,CUST0068,Affluent,Current,Purchase,Groceries,Card,50.65,Durban
TXN007061,2025-05-06,CUST0350,Affluent,Current,Withdrawal,Shopping,Online,137.95,Pretoria
TXN007062,2025-10-19,CUST0033,Mass Market,Credit,Deposit,Subscriptions,Online,476.86,Johannesburg
TXN007063,2025-05-05,CUST0113,Mass Market,Savings,Purchase,Entertainment,Online,38.57,Stellenbosch
TXN007064,2025-05-13,CUST0313,Affluent,Savings,Withdrawal,Shopping,Branch,80.66,Durban
TXN007065,2025-12-04,CUST0127,Mass Market,Current,Deposit,Healthcare,Mobile,726.02,Durban
TXN007066,2025-11-10,CUST0250,Mass Market,Current,Transfer,Dining,Mobile,672.92,Stellenbosch
TXN007067,2025-10-02,CUST0200,Mass Market,Current,Payment,Transport,Mobile,135.72,Cape Town
TXN007068,2025-12-04,CUST0106,Mass Market,Current,Deposit,Entertainment,Mobile,307.88,Stellenbosch
TXN007069,2025-07-31,CUST0295,Mass Market,Savings,Payment,Subscriptions,Card,142.48,Stellenbosch
TXN007070,2025-06-24,CUST0363,Mass Market,Savings,Transfer,Education,Online,250.16,Pretoria
TXN007071,2025-01-22,CUST0082,Mass Market,Credit,Purchase,Transport,ATM,21.11,Stellenbosch
TXN007072,2025-12-08,CUST0341,Premium,Savings,Purchase,Healthcare,ATM,28.46,Pretoria
TXN007073,2025-03-25,CUST0300,Mass Market,Savings,Withdrawal,Healthcare,ATM,123.64,Durban
TXN007074,2025-04-05,CUST0325,Affluent,Current,Withdrawal,Travel,Online,58.58,Port Elizabeth
TXN007075,2025-07-08,CUST0269,Affluent,Credit,Purchase,Dining,Mobile,28.43,Stellenbosch
TXN007076,2025-04-04,CUST0373,Mass Market,Savings,Payment,Shopping,ATM,329.57,Johannesburg
TXN007077,2025-04-23,CUST0498,Mass Market,Savings,Transfer,Travel,ATM,554.85,Johannesburg
TXN007078,2025-12-11,CUST0237,Mass Market,Current,Withdrawal,Shopping,Mobile,112.09,Durban
TXN007079,2025-11-11,CUST0007,Mass Market,Current,Withdrawal,Healthcare,ATM,151.55,Stellenbosch
TXN007080,2025-09-28,CUST0289,Mass Market,Credit,Withdrawal,Education,ATM,125.12,Durban
TXN007081,2025-10-29,CUST0113,Mass Market,Savings,Withdrawal,Dining,Online,106.91,Stellenbosch
TXN007082,2025-05-23,CUST0231,Mass Market,Savings,Deposit,Utilities,ATM,304.34,Pretoria
TXN007083,2025-03-03,CUST0388,Mass Market,Savings,Purchase,Utilities,Mobile,33.51,Johannesburg
TXN007084,2025-11-17,CUST0133,Premium,Savings,Transfer,Shopping,Card,1686.81,Cape Town
TXN007085,2025-07-31,CUST0430,Affluent,Current,Deposit,Dining,Branch,132.26,Port Elizabeth
TXN007086,2025-08-03,CUST0127,Mass Market,Current,Payment,Healthcare,Branch,173.54,Durban
TXN007087,2025-06-20,CUST0302,Affluent,Current,Purchase,Dining,Card,4.5,Pretoria
TXN007088,2025-08-04,CUST0332,Mass Market,Current,Transfer,Travel,Mobile,133.66,Pretoria
TXN007089,2025-12-31,CUST0385,Mass Market,Savings,Withdrawal,Dining,Branch,128.47,Stellenbosch
TXN007090,2025-04-29,CUST0472,Mass Market,Current,Payment,Groceries,Branch,470.72,Pretoria
TXN007091,2025-08-14,CUST0179,Mass Market,Current,Deposit,Entertainment,ATM,2142.51,Cape Town
TXN007092,2025-12-17,CUST0282,Affluent,Savings,Payment,Dining,Card,173.33,Durban
TXN007093,2025-03-09,CUST0311,Premium,Current,Deposit,Transport,ATM,469.98,Cape Town
TXN007094,2025-08-12,CUST0182,Mass Market,Current,Payment,Groceries,Online,152.75,Pretoria
TXN007095,2025-03-17,CUST0388,Mass Market,Savings,Transfer,Utilities,Mobile,219.94,Johannesburg
TXN007096,2025-08-25,CUST0176,Mass Market,Savings,Deposit,Groceries,ATM,502.19,Johannesburg
TXN007097,2025-06-26,CUST0001,Affluent,Current,Withdrawal,Subscriptions,Mobile,176.92,Pretoria
TXN007098,2025-03-12,CUST0216,Mass Market,Savings,Payment,Transport,Branch,209.99,Port Elizabeth
TXN007099,2025-05-30,CUST0352,Mass Market,Current,Purchase,Travel,Card,39.5,Johannesburg
TXN007100,2025-04-15,CUST0244,Mass Market,Current,Transfer,Subscriptions,Branch,1353.6,Pretoria
TXN007101,2025-03-10,CUST0011,Mass Market,Current,Purchase,Utilities,Mobile,17.7,Pretoria
TXN007102,2025-10-12,CUST0094,Affluent,Current,Transfer,Entertainment,Online,344.02,Pretoria
TXN007103,2025-08-16,CUST0198,Mass Market,Current,Transfer,Groceries,Branch,1160.9,Johannesburg
TXN007104,2025-12-24,CUST0206,Mass Market,Credit,Payment,Shopping,Card,137.53,Durban
TXN007105,2025-07-22,CUST0023,Affluent,Current,Withdrawal,Healthcare,Mobile,97.08,Durban
TXN007106,2025-01-07,CUST0310,Mass Market,Savings,Withdrawal,Entertainment,Mobile,105.74,Port Elizabeth
TXN007107,2025-11-19,CUST0234,Affluent,Current,Transfer,Dining,Branch,1853.77,Pretoria
TXN007108,2025-08-07,CUST0313,Affluent,Savings,Transfer,Groceries,Card,244.01,Durban
TXN007109,2025-02-04,CUST0251,Affluent,Savings,Transfer,Dining,Card,1477.39,Stellenbosch
TXN007110,2025-01-26,CUST0222,Affluent,Current,Deposit,Utilities,Branch,526.99,Durban
TXN007111,2025-05-18,CUST0360,Mass Market,Savings,Transfer,Healthcare,ATM,348.47,Cape Town
TXN007112,2025-10-06,CUST0237,Mass Market,Current,Transfer,Entertainment,Online,571.06,Durban
TXN007113,2025-08-05,CUST0081,Premium,Savings,Withdrawal,Subscriptions,Mobile,113.88,Pretoria
TXN007114,2025-01-12,CUST0088,Premium,Current,Deposit,Dining,Branch,330.94,Johannesburg
TXN007115,2025-11-06,CUST0487,Affluent,Current,Withdrawal,Travel,Card,86.9,Port Elizabeth
TXN007116,2025-12-24,CUST0011,Mass Market,Current,Transfer,Healthcare,Card,673.97,Pretoria
TXN007117,2025-06-21,CUST0010,Mass Market,Savings,Payment,Subscriptions,ATM,154.39,Cape Town
TXN007118,2025-08-11,CUST0371,Mass Market,Current,Deposit,Dining,Card,289.09,Port Elizabeth
TXN007119,2025-10-15,CUST0088,Premium,Current,Payment,Healthcare,ATM,113.07,Johannesburg
TXN007120,2025-10-18,CUST0242,Mass Market,Current,Purchase,Transport,Online,41.81,Pretoria
TXN007121,2025-03-16,CUST0131,Mass Market,Savings,Payment,Subscriptions,ATM,100.64,Pretoria
TXN007122,2025-02-17,CUST0058,Affluent,Current,Deposit,Entertainment,ATM,3290.15,Stellenbosch
TXN007123,2025-01-26,CUST0145,Mass Market,Savings,Purchase,Transport,Card,285.5,Pretoria
TXN007124,2025-06-19,CUST0435,Mass Market,Current,Payment,Healthcare,Card,108.94,Johannesburg
TXN007125,2025-09-01,CUST0148,Affluent,Credit,Payment,Education,Card,114.68,Stellenbosch
TXN007126,2025-10-04,CUST0376,Mass Market,Current,Purchase,Entertainment,Branch,13.71,Durban
TXN007127,2025-09-18,CUST0263,Mass Market,Savings,Deposit,Groceries,ATM,1522.56,Johannesburg
TXN007128,2025-05-11,CUST0382,Affluent,Savings,Purchase,Groceries,ATM,25.54,Stellenbosch
TXN007129,2025-02-01,CUST0092,Mass Market,Savings,Payment,Entertainment,Card,393.91,Stellenbosch
TXN007130,2025-06-28,CUST0085,Affluent,Current,Withdrawal,Healthcare,Branch,72.75,Pretoria
TXN007131,2025-06-24,CUST0434,Mass Market,Credit,Purchase,Entertainment,ATM,142.54,Stellenbosch
TXN007132,2025-04-08,CUST0321,Affluent,Current,Deposit,Transport,ATM,234.45,Cape Town
TXN007133,2025-09-21,CUST0058,Affluent,Current,Transfer,Travel,ATM,635.77,Stellenbosch
TXN007134,2025-08-23,CUST0280,Mass Market,Current,Payment,Shopping,Branch,188.26,Durban
TXN007135,2025-01-26,CUST0402,Mass Market,Current,Transfer,Groceries,Branch,454.16,Johannesburg
TXN007136,2025-11-24,CUST0093,Mass Market,Credit,Purchase,Transport,Mobile,85.15,Johannesburg
TXN007137,2025-09-22,CUST0260,Mass Market,Current,Payment,Healthcare,ATM,163.79,Port Elizabeth
TXN007138,2025-08-18,CUST0075,Affluent,Savings,Purchase,Travel,Mobile,30.36,Cape Town
TXN007139,2025-10-09,CUST0036,Affluent,Current,Payment,Groceries,Card,107.69,Cape Town
TXN007140,2025-11-08,CUST0401,Premium,Current,Purchase,Dining,Mobile,124.52,Cape Town
TXN007141,2025-12-03,CUST0200,Mass Market,Current,Purchase,Healthcare,Branch,55.12,Cape Town
TXN007142,2025-09-27,CUST0262,Affluent,Credit,Deposit,Entertainment,Mobile,1202.71,Port Elizabeth
TXN007143,2025-12-26,CUST0394,Mass Market,Current,Purchase,Healthcare,Card,25.47,Durban
TXN007144,2025-02-24,CUST0262,Affluent,Credit,Payment,Education,Mobile,302.62,Port Elizabeth
TXN007145,2025-08-06,CUST0189,Premium,Savings,Deposit,Healthcare,Card,680.86,Durban
TXN007146,2025-02-13,CUST0367,Affluent,Current,Deposit,Subscriptions,Mobile,365.58,Port Elizabeth
TXN007147,2025-07-17,CUST0062,Affluent,Current,Withdrawal,Shopping,Branch,86.02,Cape Town
TXN007148,2025-12-31,CUST0139,Mass Market,Savings,Deposit,Entertainment,Online,533.86,Cape Town
TXN007149,2025-03-23,CUST0123,Affluent,Current,Withdrawal,Transport,Mobile,83.16,Port Elizabeth
TXN007150,2025-01-22,CUST0200,Mass Market,Current,Payment,Groceries,ATM,226.14,Cape Town
TXN007151,2025-10-02,CUST0463,Mass Market,Current,Transfer,Shopping,Online,456.81,Port Elizabeth
TXN007152,2025-05-11,CUST0101,Mass Market,Current,Payment,Education,Card,215.58,Stellenbosch
TXN007153,2025-10-29,CUST0349,Premium,Savings,Payment,Healthcare,ATM,197.59,Pretoria
TXN007154,2025-08-14,CUST0285,Affluent,Current,Transfer,Education,ATM,412.72,Stellenbosch
TXN007155,2025-05-07,CUST0083,Affluent,Current,Payment,Entertainment,Online,155.6,Johannesburg
TXN007156,2025-10-24,CUST0476,Affluent,Current,Deposit,Education,Online,776.38,Stellenbosch
TXN007157,2025-05-25,CUST0222,Affluent,Current,Transfer,Healthcare,Mobile,535.21,Durban
TXN007158,2025-12-04,CUST0426,Affluent,Savings,Transfer,Transport,Mobile,490.14,Port Elizabeth
TXN007159,2025-12-25,CUST0265,Mass Market,Current,Withdrawal,Shopping,Branch,65.27,Johannesburg
TXN007160,2025-01-23,CUST0069,Mass Market,Savings,Purchase,Shopping,Branch,71.52,Port Elizabeth
TXN007161,2025-05-18,CUST0454,Affluent,Credit,Withdrawal,Healthcare,Branch,76.16,Cape Town
TXN007162,2025-09-06,CUST0077,Premium,Credit,Deposit,Entertainment,Card,269.57,Johannesburg
TXN007163,2025-04-14,CUST0326,Mass Market,Current,Purchase,Dining,Branch,55.8,Pretoria
TXN007164,2025-06-24,CUST0319,Affluent,Current,Transfer,Dining,Mobile,391.21,Pretoria
TXN007165,2025-04-02,CUST0465,Mass Market,Savings,Withdrawal,Healthcare,Mobile,95.88,Stellenbosch
TXN007166,2025-10-31,CUST0192,Mass Market,Current,Deposit,Entertainment,ATM,1037.78,Pretoria
TXN007167,2025-06-12,CUST0142,Mass Market,Current,Purchase,Shopping,Card,69.65,Port Elizabeth
TXN007168,2025-03-26,CUST0251,Affluent,Savings,Payment,Dining,Branch,91.81,Stellenbosch
TXN007169,2025-07-09,CUST0366,Premium,Current,Payment,Healthcare,Card,448.52,Cape Town
TXN007170,2025-05-03,CUST0133,Premium,Savings,Purchase,Education,Mobile,57.36,Cape Town
TXN007171,2025-04-08,CUST0260,Mass Market,Current,Purchase,Education,Branch,144.19,Port Elizabeth
TXN007172,2025-08-30,CUST0402,Mass Market,Current,Transfer,Groceries,Mobile,854.61,Johannesburg
