transaction_id,transaction_date,customer_id,customer_segment,account_type,transaction_type,category,channel,amount,city,year,month,month_name,year_month
TXN004602,2025-08-26,CUST0242,Mass Market,Current,Payment,Utilities,ATM,205.05,Pretoria,2025,8,August,2025-08
TXN004603,2025-10-15,CUST0176,Mass Market,Savings,Payment,Travel,Online,343.09,Johannesburg,2025,10,October,2025-10
TXN004604,2025-07-14,CUST0111,Mass Market,Current,Transfer,Subscriptions,Card,667.29,Johannesburg,2025,7,July,2025-07
TXN004605,2025-06-16,CUST0104,Mass Market,Savings,Transfer,Subscriptions,Card,285.18,Johannesburg,2025,6,June,2025-06
TXN004606,2025-09-19,CUST0228,Mass Market,Current,Withdrawal,Healthcare,Branch,46.57,Durban,2025,9,September,2025-09
TXN004607,2025-05-04,CUST0232,Mass Market,Savings,Purchase,Healthcare,Card,50.0,Durban,2025,5,May,2025-05
TXN004608,2025-10-09,CUST0078,Mass Market,Current,Transfer,Travel,Card,257.75,Johannesburg,2025,10,October,2025-10
TXN004609,2025-11-27,CUST0141,Affluent,Savings,Withdrawal,Dining,Card,67.63,Port Elizabeth,2025,11,November,2025-11
TXN004610,2025-08-23,CUST0319,Affluent,Current,Transfer,Entertainment,Mobile,737.77,Pretoria,2025,8,August,2025-08
TXN004611,2025-04-22,CUST0232,Mass Market,Savings,Deposit,Subscriptions,Online,649.47,Durban,2025,4,April,2025-04
TXN004612,2025-01-15,CUST0122,Affluent,Credit,Payment,Dining,Online,64.6,Johannesburg,2025,1,January,2025-01
TXN004613,2025-03-21,CUST0488,Affluent,Credit,Deposit,Subscriptions,Branch,265.75,Stellenbosch,2025,3,March,2025-03
TXN004614,2025-04-20,CUST0229,Affluent,Current,Withdrawal,Dining,Card,42.04,Cape Town,2025,4,April,2025-04
TXN004615,2025-08-07,CUST0069,Mass Market,Savings,Payment,Subscriptions,Card,120.13,Port Elizabeth,2025,8,August,2025-08
TXN004616,2025-11-24,CUST0164,Affluent,Current,Payment,Entertainment,Branch,197.62,Port Elizabeth,2025,11,November,2025-11
TXN004617,2025-10-09,CUST0163,Affluent,Savings,Transfer,Entertainment,Online,462.7,Cape Town,2025,10,October,2025-10
TXN004618,2025-06-16,CUST0420,Mass Market,Savings,Payment,Entertainment,Branch,265.85,Johannesburg,2025,6,June,2025-06
TXN004619,2025-10-04,CUST0225,Affluent,Savings,Transfer,Shopping,Branch,246.39,Pretoria,2025,10,October,2025-10
TXN004620,2025-06-07,CUST0057,Mass Market,Current,Payment,Healthcare,Card,69.9,Port Elizabeth,2025,6,June,2025-06
TXN004621,2025-09-08,CUST0297,Premium,Current,Withdrawal,Travel,Online,142.52,Stellenbosch,2025,9,September,2025-09
TXN004622,2025-03-24,CUST0248,Mass Market,Savings,Withdrawal,Utilities,Online,53.01,Cape Town,2025,3,March,2025-03
TXN004623,2025-01-11,CUST0017,Mass Market,Current,Deposit,Shopping,ATM,617.31,Cape Town,2025,1,January,2025-01
TXN004624,2025-05-10,CUST0480,Premium,Current,Deposit,Travel,Branch,1270.66,Port Elizabeth,2025,5,May,2025-05
TXN004625,2025-03-01,CUST0306,Mass Market,Credit,Transfer,Travel,Branch,108.65,Johannesburg,2025,3,March,2025-03
TXN004626,2025-10-26,CUST0395,Affluent,Savings,Withdrawal,Groceries,Online,103.5,Cape Town,2025,10,October,2025-10
TXN004627,2025-10-20,CUST0396,Mass Market,Current,Transfer,Travel,Card,223.86,Stellenbosch,2025,10,October,2025-10
TXN004628,2025-03-24,CUST0321,Affluent,Current,Purchase,Shopping,Online,85.82,Cape Town,2025,3,March,2025-03
TXN004629,2025-12-08,CUST0372,Premium,Savings,Deposit,Travel,Branch,1687.62,Stellenbosch,2025,12,December,2025-12
TXN004630,2025-09-12,CUST0178,Affluent,Current,Purchase,Entertainment,Mobile,151.54,Durban,2025,9,September,2025-09
TXN004631,2025-12-29,CUST0459,Affluent,Savings,Payment,Dining,Branch,107.62,Johannesburg,2025,12,December,2025-12
TXN004632,2025-10-13,CUST0148,Affluent,Credit,Deposit,Entertainment,Online,511.72,Stellenbosch,2025,10,October,2025-10
TXN004633,2025-03-18,CUST0030,Mass Market,Current,Purchase,Transport,Online,22.73,Johannesburg,2025,3,March,2025-03
TXN004634,2025-07-06,CUST0234,Affluent,Current,Withdrawal,Groceries,Branch,100.1,Pretoria,2025,7,July,2025-07
TXN004635,2025-04-07,CUST0495,Premium,Credit,Transfer,Groceries,Card,59.82,Cape Town,2025,4,April,2025-04
TXN004636,2025-05-16,CUST0070,Affluent,Savings,Deposit,Travel,Branch,1397.74,Cape Town,2025,5,May,2025-05
TXN004637,2025-12-18,CUST0462,Mass Market,Current,Withdrawal,Education,Branch,95.61,Johannesburg,2025,12,December,2025-12
TXN004638,2025-09-17,CUST0040,Affluent,Savings,Deposit,Travel,ATM,678.87,Pretoria,2025,9,September,2025-09
TXN004639,2025-12-17,CUST0298,Mass Market,Current,Transfer,Shopping,Branch,86.8,Stellenbosch,2025,12,December,2025-12
TXN004640,2025-07-02,CUST0367,Affluent,Current,Transfer,Entertainment,Branch,464.17,Port Elizabeth,2025,7,July,2025-07
TXN004641,2025-07-21,CUST0206,Mass Market,Credit,Purchase,Groceries,Online,66.82,Durban,2025,7,July,2025-07
TXN004642,2025-01-09,CUST0029,Mass Market,Savings,Payment,Utilities,Online,116.4,Port Elizabeth,2025,1,January,2025-01
TXN004643,2025-07-18,CUST0223,Affluent,Current,Purchase,Subscriptions,Branch,203.1,Johannesburg,2025,7,July,2025-07
TXN004644,2025-06-14,CUST0153,Affluent,Credit,Purchase,Travel,Card,69.29,Port Elizabeth,2025,6,June,2025-06
TXN004645,2025-06-27,CUST0117,Mass Market,Current,Transfer,Entertainment,Branch,329.42,Cape Town,2025,6,June,2025-06
TXN004646,2025-02-17,CUST0343,Premium,Credit,Purchase,Dining,Branch,20.73,Port Elizabeth,2025,2,February,2025-02
TXN004647,2025-03-27,CUST0428,Affluent,Credit,Deposit,Shopping,Card,1578.36,Pretoria,2025,3,March,2025-03
TXN004648,2025-02-17,CUST0405,Mass Market,Current,Payment,Entertainment,Mobile,67.27,Stellenbosch,2025,2,February,2025-02
TXN004649,2025-05-22,CUST0018,Affluent,Savings,Deposit,Entertainment,Card,775.35,Durban,2025,5,May,2025-05
TXN004650,2025-11-10,CUST0356,Premium,Current,Transfer,Groceries,Branch,426.52,Pretoria,2025,11,November,2025-11
TXN004651,2025-08-01,CUST0079,Affluent,Credit,Withdrawal,Transport,Online,61.02,Johannesburg,2025,8,August,2025-08
TXN004652,2025-12-18,CUST0475,Mass Market,Credit,Deposit,Travel,Card,1097.62,Port Elizabeth,2025,12,December,2025-12
TXN004653,2025-11-08,CUST0443,Mass Market,Current,Purchase,Dining,Mobile,126.48,Johannesburg,2025,11,November,2025-11
TXN004654,2025-01-25,CUST0282,Affluent,Savings,Transfer,Dining,Card,437.74,Durban,2025,1,January,2025-01
TXN004655,2025-04-17,CUST0266,Mass Market,Current,Transfer,Transport,Mobile,392.46,Pretoria,2025,4,April,2025-04
TXN004656,2025-07-29,CUST0457,Affluent,Savings,Withdrawal,Dining,Card,41.29,Johannesburg,2025,7,July,2025-07
TXN004657,2025-02-28,CUST0434,Mass Market,Credit,Deposit,Transport,Card,1220.47,Stellenbosch,2025,2,February,2025-02
TXN004658,2025-02-27,CUST0166,Premium,Current,Withdrawal,Healthcare,Card,96.04,Johannesburg,2025,2,February,2025-02
TXN004659,2025-03-08,CUST0421,Mass Market,Current,Transfer,Groceries,Card,871.11,Cape Town,2025,3,March,2025-03
TXN004660,2025-11-13,CUST0352,Mass Market,Current,Purchase,Travel,Online,13.44,Johannesburg,2025,11,November,2025-11
TXN004661,2025-06-25,CUST0208,Mass Market,Savings,Deposit,Travel,Online,484.33,Johannesburg,2025,6,June,2025-06
TXN004662,2025-04-12,CUST0074,Mass Market,Credit,Deposit,Entertainment,Card,926.2,Durban,2025,4,April,2025-04
TXN004663,2025-05-31,CUST0321,Affluent,Current,Deposit,Entertainment,Mobile,653.43,Cape Town,2025,5,May,2025-05
TXN004664,2025-07-14,CUST0362,Affluent,Savings,Payment,Entertainment,Branch,257.68,Stellenbosch,2025,7,July,2025-07
TXN004665,2025-01-07,CUST0290,Affluent,Current,Transfer,Travel,ATM,133.35,Cape Town,2025,1,January,2025-01
TXN004666,2025-09-24,CUST0067,Affluent,Current,Purchase,Dining,ATM,35.78,Cape Town,2025,9,September,2025-09
TXN004667,2025-04-01,CUST0187,Affluent,Savings,Purchase,Transport,ATM,86.93,Port Elizabeth,2025,4,April,2025-04
TXN004668,2025-01-12,CUST0176,Mass Market,Savings,Deposit,Healthcare,Branch,558.68,Johannesburg,2025,1,January,2025-01
TXN004669,2025-03-13,CUST0434,Mass Market,Credit,Payment,Groceries,Branch,197.55,Stellenbosch,2025,3,March,2025-03
TXN004670,2025-12-07,CUST0121,Affluent,Credit,Payment,Dining,Online,305.51,Johannesburg,2025,12,December,2025-12
TXN004671,2025-11-02,CUST0012,Affluent,Savings,Payment,Healthcare,Online,74.71,Port Elizabeth,2025,11,November,2025-11
TXN004672,2025-01-09,CUST0430,Affluent,Current,Deposit,Entertainment,ATM,554.63,Port Elizabeth,2025,1,January,2025-01
TXN004673,2025-06-29,CUST0312,Mass Market,Credit,Withdrawal,Transport,Card,52.79,Pretoria,2025,6,June,2025-06
TXN004674,2025-04-20,CUST0085,Affluent,Current,Deposit,Subscriptions,ATM,699.72,Pretoria,2025,4,April,2025-04
TXN004675,2025-03-07,CUST0083,Affluent,Current,Deposit,Travel,Card,199.34,Johannesburg,2025,3,March,2025-03
TXN004676,2025-02-19,CUST0051,Premium,Current,Transfer,Travel,Card,190.84,Durban,2025,2,February,2025-02
TXN004677,2025-03-14,CUST0492,Mass Market,Savings,Payment,Entertainment,Mobile,120.44,Cape Town,2025,3,March,2025-03
TXN004678,2025-07-03,CUST0285,Affluent,Current,Deposit,Shopping,Branch,747.97,Stellenbosch,2025,7,July,2025-07
TXN004679,2025-07-07,CUST0192,Mass Market,Current,Withdrawal,Utilities,Online,212.87,Pretoria,2025,7,July,2025-07
TXN004680,2025-04-19,CUST0282,Affluent,Savings,Purchase,Utilities,Card,166.13,Durban,2025,4,April,2025-04
TXN004681,2025-03-21,CUST0496,Affluent,Current,Purchase,Dining,Mobile,96.19,Pretoria,2025,3,March,2025-03
TXN004682,2025-01-28,CUST0369,Mass Market,Current,Withdrawal,Transport,ATM,61.81,Durban,2025,1,January,2025-01
TXN004683,2025-11-11,CUST0098,Premium,Current,Transfer,Travel,Online,494.56,Johannesburg,2025,11,November,2025-11
TXN004684,2025-10-13,CUST0319,Affluent,Current,Withdrawal,Utilities,Card,63.71,Pretoria,2025,10,October,2025-10
TXN004685,2025-03-27,CUST0208,Mass Market,Savings,Deposit,Subscriptions,Card,266.15,Johannesburg,2025,3,March,2025-03
TXN004686,2025-08-15,CUST0180,Mass Market,Current,Purchase,Healthcare,Mobile,137.68,Stellenbosch,2025,8,August,2025-08
TXN004687,2025-10-30,CUST0176,Mass Market,Savings,Purchase,Healthcare,Online,36.92,Johannesburg,2025,10,October,2025-10
TXN004688,2025-03-08,CUST0056,Premium,Savings,Transfer,Utilities,Branch,867.74,Port Elizabeth,2025,3,March,2025-03
TXN004689,2025-11-29,CUST0185,Affluent,Current,Purchase,Shopping,ATM,18.4,Pretoria,2025,11,November,2025-11
TXN004690,2025-05-14,CUST0051,Premium,Current,Transfer,Groceries,Online,909.14,Durban,2025,5,May,2025-05
TXN004691,2025-12-26,CUST0351,Affluent,Current,Payment,Groceries,Online,219.43,Pretoria,2025,12,December,2025-12
TXN004692,2025-01-31,CUST0008,Mass Market,Savings,Purchase,Groceries,Branch,28.89,Johannesburg,2025,1,January,2025-01
TXN004693,2025-07-05,CUST0385,Mass Market,Savings,Withdrawal,Travel,Branch,139.44,Stellenbosch,2025,7,July,2025-07
TXN004694,2025-11-24,CUST0449,Mass Market,Current,Withdrawal,Shopping,Mobile,97.1,Cape Town,2025,11,November,2025-11
TXN004695,2025-06-07,CUST0135,Mass Market,Credit,Deposit,Transport,ATM,180.22,Cape Town,2025,6,June,2025-06
TXN004696,2025-08-15,CUST0456,Mass Market,Savings,Deposit,Shopping,ATM,130.09,Durban,2025,8,August,2025-08
TXN004697,2025-05-26,CUST0350,Affluent,Current,Withdrawal,Dining,Online,134.35,Pretoria,2025,5,May,2025-05
TXN004698,2025-05-09,CUST0300,Mass Market,Savings,Withdrawal,Transport,Online,73.91,Durban,2025,5,May,2025-05
TXN004699,2025-05-09,CUST0359,Affluent,Credit,Withdrawal,Healthcare,Card,63.6,Stellenbosch,2025,5,May,2025-05
TXN004700,2025-02-26,CUST0398,Mass Market,Current,Purchase,Education,Card,115.96,Cape Town,2025,2,February,2025-02
TXN004701,2025-03-02,CUST0273,Premium,Savings,Deposit,Transport,Card,396.18,Stellenbosch,2025,3,March,2025-03
TXN004702,2025-04-17,CUST0149,Mass Market,Current,Purchase,Healthcare,Branch,20.38,Cape Town,2025,4,April,2025-04
TXN004703,2025-04-28,CUST0490,Affluent,Credit,Purchase,Travel,Mobile,72.99,Pretoria,2025,4,April,2025-04
TXN004704,2025-05-22,CUST0456,Mass Market,Savings,Purchase,Travel,Online,134.85,Durban,2025,5,May,2025-05
TXN004705,2025-08-05,CUST0248,Mass Market,Savings,Deposit,Groceries,Branch,458.95,Cape Town,2025,8,August,2025-08
TXN004706,2025-01-07,CUST0147,Mass Market,Savings,Deposit,Transport,ATM,1031.94,Durban,2025,1,January,2025-01
TXN004707,2025-08-18,CUST0410,Mass Market,Savings,Purchase,Dining,Branch,121.98,Pretoria,2025,8,August,2025-08
TXN004708,2025-01-16,CUST0146,Mass Market,Current,Purchase,Shopping,Card,13.47,Johannesburg,2025,1,January,2025-01
TXN004709,2025-08-26,CUST0465,Mass Market,Savings,Purchase,Entertainment,Branch,23.59,Stellenbosch,2025,8,August,2025-08
TXN004710,2025-01-22,CUST0060,Mass Market,Savings,Withdrawal,Travel,Card,56.36,Johannesburg,2025,1,January,2025-01
TXN004711,2025-05-07,CUST0262,Affluent,Credit,Purchase,Travel,Online,19.36,Port Elizabeth,2025,5,May,2025-05
TXN004712,2025-06-20,CUST0190,Mass Market,Savings,Purchase,Groceries,ATM,130.49,Cape Town,2025,6,June,2025-06
TXN004713,2025-07-04,CUST0107,Mass Market,Current,Deposit,Utilities,Mobile,2784.66,Port Elizabeth,2025,7,July,2025-07
TXN004714,2025-06-03,CUST0374,Affluent,Savings,Transfer,Healthcare,Online,1001.36,Durban,2025,6,June,2025-06
TXN004715,2025-02-28,CUST0324,Premium,Savings,Transfer,Groceries,Card,871.04,Port Elizabeth,2025,2,February,2025-02
TXN004716,2025-10-17,CUST0451,Mass Market,Savings,Withdrawal,Dining,ATM,80.9,Pretoria,2025,10,October,2025-10
TXN004717,2025-09-30,CUST0391,Mass Market,Savings,Deposit,Shopping,Mobile,1028.95,Johannesburg,2025,9,September,2025-09
TXN004718,2025-08-07,CUST0341,Premium,Savings,Withdrawal,Subscriptions,ATM,178.1,Pretoria,2025,8,August,2025-08
TXN004719,2025-09-12,CUST0299,Mass Market,Savings,Purchase,Entertainment,Card,110.8,Cape Town,2025,9,September,2025-09
TXN004720,2025-10-15,CUST0322,Mass Market,Savings,Purchase,Shopping,Online,43.4,Pretoria,2025,10,October,2025-10
TXN004721,2025-12-10,CUST0349,Premium,Savings,Transfer,Subscriptions,Mobile,421.34,Pretoria,2025,12,December,2025-12
TXN004722,2025-03-22,CUST0322,Mass Market,Savings,Withdrawal,Utilities,Mobile,64.46,Pretoria,2025,3,March,2025-03
TXN004723,2025-07-21,CUST0071,Mass Market,Current,Withdrawal,Dining,Card,96.19,Cape Town,2025,7,July,2025-07
TXN004724,2025-06-30,CUST0234,Affluent,Current,Deposit,Transport,Branch,1791.3,Pretoria,2025,6,June,2025-06
TXN004725,2025-05-04,CUST0447,Affluent,Savings,Transfer,Travel,Card,555.69,Port Elizabeth,2025,5,May,2025-05
TXN004726,2025-01-17,CUST0054,Premium,Current,Purchase,Utilities,Mobile,19.71,Stellenbosch,2025,1,January,2025-01
TXN004727,2025-08-01,CUST0129,Mass Market,Savings,Withdrawal,Transport,ATM,95.85,Johannesburg,2025,8,August,2025-08
TXN004728,2025-06-19,CUST0371,Mass Market,Current,Deposit,Groceries,Card,939.0,Port Elizabeth,2025,6,June,2025-06
TXN004729,2025-03-01,CUST0105,Mass Market,Savings,Purchase,Travel,Branch,135.86,Port Elizabeth,2025,3,March,2025-03
TXN004730,2025-09-06,CUST0255,Mass Market,Credit,Withdrawal,Transport,ATM,55.0,Cape Town,2025,9,September,2025-09
TXN004731,2025-01-20,CUST0203,Affluent,Savings,Purchase,Utilities,Branch,38.5,Cape Town,2025,1,January,2025-01
TXN004732,2025-05-01,CUST0391,Mass Market,Savings,Deposit,Education,Card,928.55,Johannesburg,2025,5,May,2025-05
TXN004733,2025-10-16,CUST0070,Affluent,Savings,Payment,Subscriptions,Card,129.56,Cape Town,2025,10,October,2025-10
TXN004734,2025-06-11,CUST0476,Affluent,Current,Transfer,Transport,ATM,931.06,Stellenbosch,2025,6,June,2025-06
TXN004735,2025-03-30,CUST0380,Mass Market,Current,Purchase,Utilities,Branch,22.93,Cape Town,2025,3,March,2025-03
TXN004736,2025-11-08,CUST0122,Affluent,Credit,Deposit,Groceries,Branch,711.09,Johannesburg,2025,11,November,2025-11
TXN004737,2025-06-02,CUST0397,Mass Market,Savings,Deposit,Travel,Mobile,166.19,Port Elizabeth,2025,6,June,2025-06
TXN004738,2025-11-07,CUST0243,Affluent,Current,Deposit,Travel,Online,1285.39,Durban,2025,11,November,2025-11
TXN004739,2025-11-28,CUST0413,Mass Market,Savings,Purchase,Entertainment,Mobile,29.05,Cape Town,2025,11,November,2025-11
TXN004740,2025-10-30,CUST0387,Mass Market,Current,Withdrawal,Transport,Mobile,206.31,Stellenbosch,2025,10,October,2025-10
TXN004741,2025-07-15,CUST0285,Affluent,Current,Deposit,Education,ATM,1648.04,Stellenbosch,2025,7,July,2025-07
TXN004742,2025-02-22,CUST0334,Premium,Savings,Withdrawal,Healthcare,Card,49.08,Johannesburg,2025,2,February,2025-02
TXN004743,2025-03-18,CUST0266,Mass Market,Current,Transfer,Travel,ATM,431.74,Pretoria,2025,3,March,2025-03
TXN004744,2025-01-26,CUST0298,Mass Market,Current,Withdrawal,Travel,Branch,44.42,Stellenbosch,2025,1,January,2025-01
TXN004745,2025-05-17,CUST0477,Affluent,Current,Transfer,Entertainment,Online,216.01,Durban,2025,5,May,2025-05
TXN004746,2025-06-15,CUST0016,Mass Market,Current,Withdrawal,Dining,Online,143.87,Port Elizabeth,2025,6,June,2025-06
TXN004747,2025-12-19,CUST0323,Premium,Savings,Deposit,Subscriptions,Branch,235.79,Durban,2025,12,December,2025-12
TXN004748,2025-05-29,CUST0357,Affluent,Current,Deposit,Subscriptions,Card,693.15,Cape Town,2025,5,May,2025-05
TXN004749,2025-11-09,CUST0058,Affluent,Current,Withdrawal,Groceries,Card,60.49,Stellenbosch,2025,11,November,2025-11
TXN004750,2025-12-31,CUST0420,Mass Market,Savings,Payment,Dining,Mobile,165.67,Johannesburg,2025,12,December,2025-12
TXN004751,2025-12-05,CUST0250,Mass Market,Current,Transfer,Groceries,Online,520.82,Stellenbosch,2025,12,December,2025-12
TXN004752,2025-08-28,CUST0366,Premium,Current,Purchase,Education,Mobile,24.92,Cape Town,2025,8,August,2025-08
TXN004753,2025-10-04,CUST0293,Mass Market,Current,Transfer,Transport,Card,290.07,Cape Town,2025,10,October,2025-10
TXN004754,2025-07-30,CUST0343,Premium,Credit,Purchase,Dining,Card,22.96,Port Elizabeth,2025,7,July,2025-07
TXN004755,2025-11-19,CUST0286,Mass Market,Current,Payment,Transport,Branch,96.5,Stellenbosch,2025,11,November,2025-11
TXN004756,2025-02-12,CUST0076,Mass Market,Credit,Transfer,Shopping,Branch,436.5,Cape Town,2025,2,February,2025-02
TXN004757,2025-10-20,CUST0051,Premium,Current,Deposit,Subscriptions,Branch,135.51,Durban,2025,10,October,2025-10
TXN004758,2025-10-27,CUST0118,Affluent,Current,Withdrawal,Dining,Card,323.29,Johannesburg,2025,10,October,2025-10
TXN004759,2025-02-12,CUST0052,Affluent,Credit,Withdrawal,Groceries,Branch,46.3,Stellenbosch,2025,2,February,2025-02
TXN004760,2025-09-15,CUST0327,Affluent,Current,Deposit,Utilities,Branch,974.39,Pretoria,2025,9,September,2025-09
TXN004761,2025-01-16,CUST0386,Mass Market,Current,Purchase,Education,Mobile,47.4,Johannesburg,2025,1,January,2025-01
TXN004762,2025-05-14,CUST0390,Mass Market,Savings,Payment,Education,Online,150.08,Johannesburg,2025,5,May,2025-05
TXN004763,2025-03-24,CUST0175,Affluent,Current,Purchase,Travel,ATM,34.43,Pretoria,2025,3,March,2025-03
TXN004764,2025-09-25,CUST0043,Mass Market,Savings,Deposit,Entertainment,Branch,587.67,Johannesburg,2025,9,September,2025-09
TXN004765,2025-08-14,CUST0195,Mass Market,Current,Deposit,Shopping,Mobile,219.06,Cape Town,2025,8,August,2025-08
TXN004766,2025-01-06,CUST0284,Premium,Current,Deposit,Dining,Card,5205.55,Stellenbosch,2025,1,January,2025-01
TXN004767,2025-01-14,CUST0113,Mass Market,Savings,Payment,Education,Card,106.94,Stellenbosch,2025,1,January,2025-01
TXN004768,2025-08-03,CUST0188,Mass Market,Current,Withdrawal,Shopping,Mobile,47.1,Johannesburg,2025,8,August,2025-08
TXN004769,2025-12-08,CUST0338,Premium,Savings,Purchase,Dining,Online,101.64,Cape Town,2025,12,December,2025-12
TXN004770,2025-07-14,CUST0077,Premium,Credit,Deposit,Transport,ATM,1121.77,Johannesburg,2025,7,July,2025-07
TXN004771,2025-11-01,CUST0185,Affluent,Current,Withdrawal,Transport,Card,105.09,Pretoria,2025,11,November,2025-11
TXN004772,2025-03-22,CUST0035,Affluent,Current,Deposit,Travel,Branch,363.56,Johannesburg,2025,3,March,2025-03
TXN004773,2025-05-19,CUST0274,Mass Market,Current,Transfer,Subscriptions,Mobile,1175.38,Port Elizabeth,2025,5,May,2025-05
TXN004774,2025-10-14,CUST0384,Mass Market,Current,Deposit,Dining,Mobile,868.38,Stellenbosch,2025,10,October,2025-10
TXN004775,2025-07-20,CUST0441,Mass Market,Savings,Deposit,Travel,Card,752.54,Cape Town,2025,7,July,2025-07
TXN004776,2025-05-17,CUST0147,Mass Market,Savings,Purchase,Subscriptions,ATM,140.0,Durban,2025,5,May,2025-05
TXN004777,2025-04-28,CUST0336,Mass Market,Credit,Purchase,Utilities,Card,192.93,Port Elizabeth,2025,4,April,2025-04
TXN004778,2025-10-25,CUST0302,Affluent,Current,Withdrawal,Transport,ATM,77.96,Pretoria,2025,10,October,2025-10
TXN004779,2025-08-07,CUST0397,Mass Market,Savings,Purchase,Travel,Branch,64.79,Port Elizabeth,2025,8,August,2025-08
TXN004780,2025-11-25,CUST0137,Affluent,Current,Transfer,Dining,Mobile,424.05,Stellenbosch,2025,11,November,2025-11
TXN004781,2025-05-26,CUST0469,Mass Market,Current,Deposit,Education,Online,1436.47,Port Elizabeth,2025,5,May,2025-05
TXN004782,2025-06-20,CUST0075,Affluent,Savings,Withdrawal,Shopping,Card,98.93,Cape Town,2025,6,June,2025-06
TXN004783,2025-08-24,CUST0209,Mass Market,Savings,Deposit,Healthcare,Online,1539.8,Port Elizabeth,2025,8,August,2025-08
TXN004784,2025-05-30,CUST0023,Affluent,Current,Purchase,Subscriptions,Mobile,27.96,Durban,2025,5,May,2025-05
TXN004785,2025-12-26,CUST0046,Mass Market,Current,Payment,Subscriptions,Mobile,192.45,Johannesburg,2025,12,December,2025-12
TXN004786,2025-07-16,CUST0039,Affluent,Current,Deposit,Entertainment,ATM,745.14,Stellenbosch,2025,7,July,2025-07
TXN004787,2025-11-10,CUST0256,Premium,Current,Withdrawal,Groceries,ATM,54.53,Johannesburg,2025,11,November,2025-11
TXN004788,2025-08-20,CUST0463,Mass Market,Current,Deposit,Utilities,Online,961.64,Port Elizabeth,2025,8,August,2025-08
TXN004789,2025-02-03,CUST0048,Premium,Savings,Withdrawal,Groceries,Online,36.61,Durban,2025,2,February,2025-02
TXN004790,2025-10-15,CUST0136,Mass Market,Current,Payment,Transport,Mobile,91.41,Port Elizabeth,2025,10,October,2025-10
TXN004791,2025-03-14,CUST0295,Mass Market,Savings,Transfer,Shopping,Branch,176.37,Stellenbosch,2025,3,March,2025-03
TXN004792,2025-05-05,CUST0374,Affluent,Savings,Withdrawal,Utilities,Branch,143.38,Durban,2025,5,May,2025-05
TXN004793,2025-10-07,CUST0214,Mass Market,Credit,Transfer,Groceries,Branch,282.14,Port Elizabeth,2025,10,October,2025-10
TXN004794,2025-10-21,CUST0131,Mass Market,Savings,Transfer,Utilities,Branch,463.01,Pretoria,2025,10,October,2025-10
TXN004795,2025-07-24,CUST0151,Affluent,Current,Deposit,Education,Online,997.44,Durban,2025,7,July,2025-07
TXN004796,2025-11-11,CUST0048,Premium,Savings,Purchase,Healthcare,Online,34.91,Durban,2025,11,November,2025-11
TXN004797,2025-05-13,CUST0130,Mass Market,Savings,Withdrawal,Travel,Online,282.89,Durban,2025,5,May,2025-05
TXN004798,2025-09-27,CUST0369,Mass Market,Current,Withdrawal,Subscriptions,Branch,254.72,Durban,2025,9,September,2025-09
TXN004799,2025-02-04,CUST0068,Affluent,Current,Withdrawal,Groceries,Branch,45.7,Durban,2025,2,February,2025-02
TXN004800,2025-02-02,CUST0107,Mass Market,Current,Purchase,Utilities,Card,87.39,Port Elizabeth,2025,2,February,2025-02
TXN004801,2025-04-20,CUST0487,Affluent,Current,Purchase,Subscriptions,Online,36.57,Port Elizabeth,2025,4,April,2025-04
TXN004802,2025-07-03,CUST0456,Mass Market,Savings,Deposit,Dining,Online,9235.49,Durban,2025,7,July,2025-07
TXN004803,2025-07-28,CUST0353,Mass Market,Savings,Purchase,Entertainment,Online,371.27,Pretoria,2025,7,July,2025-07
TXN004804,2025-09-01,CUST0214,Mass Market,Credit,Withdrawal,Groceries,Unknown,107.54,Port Elizabeth,2025,9,September,2025-09
TXN004805,2025-04-06,CUST0037,Mass Market,Savings,Transfer,Groceries,ATM,56.2,Durban,2025,4,April,2025-04
TXN004806,2025-06-14,CUST0100,Affluent,Savings,Deposit,Education,Card,883.65,Pretoria,2025,6,June,2025-06
TXN004807,2025-07-25,CUST0341,Premium,Savings,Payment,Groceries,Online,206.01,Pretoria,2025,7,July,2025-07
TXN004808,2025-07-04,CUST0326,Mass Market,Current,Payment,Utilities,Mobile,119.96,Pretoria,2025,7,July,2025-07
TXN004809,2025-03-16,CUST0066,Mass Market,Current,Payment,Transport,Branch,106.29,Durban,2025,3,March,2025-03
TXN004810,2025-02-19,CUST0245,Mass Market,Current,Withdrawal,Shopping,Card,75.69,Johannesburg,2025,2,February,2025-02
TXN004811,2025-04-09,CUST0219,Mass Market,Current,Payment,Utilities,Card,245.89,Johannesburg,2025,4,April,2025-04
TXN004812,2025-10-18,CUST0224,Mass Market,Current,Withdrawal,Healthcare,Card,117.84,Pretoria,2025,10,October,2025-10
TXN004813,2025-08-29,CUST0189,Premium,Savings,Withdrawal,Transport,Branch,176.83,Durban,2025,8,August,2025-08
TXN004814,2025-03-06,CUST0219,Mass Market,Current,Payment,Subscriptions,Branch,432.38,Johannesburg,2025,3,March,2025-03
TXN004815,2025-10-21,CUST0113,Mass Market,Savings,Deposit,Groceries,Branch,2039.93,Stellenbosch,2025,10,October,2025-10
TXN004816,2025-10-05,CUST0226,Mass Market,Savings,Purchase,Healthcare,Mobile,60.45,Johannesburg,2025,10,October,2025-10
